occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId,taxonConceptID,catalogNumber
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu46,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,19,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Tremellomycetes,urn:lsid:marinespecies.org:taxname:437249,Tremellomycetes,Class,Otu46,NCBI:155616,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu44,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,76,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Apiotrichum;Apiotrichum laibachii,,Apiotrichum laibachii,species,Otu44,NCBI:82520,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu43,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,17,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Phallales;Phallaceae;Phallus;Unknown Phallus species 1,urn:lsid:marinespecies.org:taxname:426220,Phallus,Genus,Otu43,NCBI:146780,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu560,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,3,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Unknown Eurotiales family 1,urn:lsid:marinespecies.org:taxname:100010,Eurotiales,Order,Otu560,NCBI:5042,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu362,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,20,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Unknown Fungi phylum 1,urn:lsid:marinespecies.org:taxname:4,Fungi,Kingdom,Otu362,NCBI:4751,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu184,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,46,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Thyridariaceae;Roussoella;Roussoella solani,,Roussoella solani,species,Otu184,NCBI:1871389,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu180,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,29,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys rosea,urn:lsid:marinespecies.org:taxname:1485442,Bionectria,Genus,Otu180,NCBI:110564,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu337,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,12,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium,urn:lsid:marinespecies.org:taxname:988370,Chaunopycnis,Genus,Otu337,NCBI:29909,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu50,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,10,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;Mycosphaerella tassiana,urn:lsid:marinespecies.org:taxname:100511,Cladosporium herbarum,Species,Otu50,NCBI:29918,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu349,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,10,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariales fam Incertae sedis;Hansfordia;Hansfordia pulvinata,,Hansfordia pulvinata,species,Otu349,NCBI:767359,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu347,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,11,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiomycetes ord Incertae sedis;Cystobasidiomycetes fam Incertae sedis;Symmetrospora;Symmetrospora foliicola,,Symmetrospora foliicola,species,Otu347,NCBI:5434,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu513,MaterialSample,ARMS-MBON,ARMS-MBON data on long-term monitoring of hard-bottom communities: ITS results from 2020-2022,present,ARMS_Getxo_G1_20200624_20201103,SAMEA10021238,2020-06-24/2020-11-03,5,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | Unite db v7.2 ; swarm2 d = 10,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5,10,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiomycetes ord Incertae sedis;Cystobasidiomycetes fam Incertae sedis;Buckleyzyma;Unknown Buckleyzyma species 1,,Buckleyzyma,genus,Otu513,NCBI:1798813,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1
